score,factor,type,value,association,n
dass_stress,working_hours_reduced,categorical,False,-0.6135013020543525,179
dass_stress,working_hours_reduced,categorical,True,1.5252324037184586,72
dass_stress,children,numeric,,0.08135740254761958,117
dass_stress,headache_days_per_month,numeric,,0.3276831280049957,251
dass_stress,headache_days_severe_per_month,numeric,,0.36702785889256284,251
dass_stress,days_medication,numeric,,0.17611000632811338,251
dass_stress,intensity,numeric,,0.2645684934382389,251
dass_stress,days_lost_work,numeric,,0.28214835175032876,251
dass_stress,days_lost_household,numeric,,0.41429230384899957,251
dass_stress,days_doctor,numeric,,0.15706626368462695,251
dass_stress,days_ER,binary,,-0.0323450425406244,251
dass_stress,days_hospital,numeric,,0.052135918507832946,251
midas_result,gender,categorical,männlich,-4.755549231644849,28
midas_result,gender,categorical,weiblich,0.561053084957468,222
midas_result,birthyear,numeric,,-0.11707458844554149,251
midas_result,weight,numeric,,0.03150569178336751,251
midas_result,pregnant,categorical,nein,-0.050783660372701434,219
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.1688981777806795,122
midas_result,highest_degree,categorical,Fachhochschulreife,12.41738309918222,38
midas_result,highest_degree,categorical,Hauptschulabschluss,-3.265073041168659,15
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-4.985073041168658,75
midas_result,family_status,categorical,geschieden,12.049869487566976,29
midas_result,family_status,categorical,ledig,1.6647515202348515,95
midas_result,family_status,categorical,verheiratet,-6.590073041168658,120
midas_result,current_employed,categorical,ja,-4.05554923164485,210
midas_result,current_employed,categorical,nein,20.772325332815083,41
midas_result,working_hours_model,categorical,Teilzeit,2.2459279038718307,107
midas_result,working_hours_model,categorical,Vollzeit,-2.3331484049930644,103
midas_result,shiftwork,categorical,ja,17.041758241758245,13
midas_result,shiftwork,categorical,nein,-1.1245830311820164,197
midas_result,working_hours_reduced,categorical,False,-5.1470097264572985,179
midas_result,working_hours_reduced,categorical,True,12.796038069942451,72
midas_result,children,numeric,,0.07305153029002404,117
midas_result,headache_days_per_month,numeric,,0.6050730948127063,251
midas_result,headache_days_severe_per_month,numeric,,0.609261800789354,251
midas_result,days_medication,numeric,,0.4106057727017889,251
midas_result,intensity,numeric,,0.3587360257419198,251
midas_result,days_lost_work,numeric,,0.5644841886953773,251
midas_result,days_lost_household,numeric,,0.7644793527509067,251
midas_result,days_doctor,numeric,,0.4322003777160159,251
midas_result,days_ER,binary,,0.2215623539083336,251
midas_result,days_hospital,numeric,,0.14944695220735751,251
gvas_result,gender,categorical,männlich,-1.0717131474103567,28
gvas_result,gender,categorical,weiblich,0.17603460033738827,222
gvas_result,birthyear,numeric,,0.12117447815226279,251
gvas_result,weight,numeric,,-0.12955412791145385,251
gvas_result,pregnant,categorical,nein,0.02622485499198035,219
gvas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,3.075827836196204,122
gvas_result,highest_degree,categorical,Fachhochschulreife,-3.0717131474103567,38
gvas_result,highest_degree,categorical,Hauptschulabschluss,-2.3383798140770224,15
gvas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-2.9250464807436884,75
gvas_result,family_status,categorical,geschieden,-1.830333837065531,29
gvas_result,family_status,categorical,ledig,-0.3664499895156226,95
gvas_result,family_status,categorical,verheiratet,2.061620185922976,120
gvas_result,current_employed,categorical,ja,2.5378106621134506,210
gvas_result,current_employed,categorical,nein,-12.998542415703042,41
gvas_result,working_hours_model,categorical,Teilzeit,-1.011392968402312,107
gvas_result,working_hours_model,categorical,Vollzeit,1.0506703652334721,103
gvas_result,shiftwork,categorical,ja,5.313553113553112,13
gvas_result,shiftwork,categorical,nein,-0.35064056079284,197
gvas_result,working_hours_reduced,categorical,False,2.5037058470030544,179
gvas_result,working_hours_reduced,categorical,True,-6.224490925188135,72
gvas_result,children,numeric,,-0.20517281322246866,117
gvas_result,headache_days_per_month,numeric,,-0.4637856015905617,251
gvas_result,headache_days_severe_per_month,numeric,,-0.4004322115684913,251
gvas_result,days_medication,numeric,,-0.33064492457369965,251
gvas_result,intensity,numeric,,-0.24110209020196158,251
gvas_result,days_lost_work,numeric,,-0.3103940513440162,251
gvas_result,days_lost_household,numeric,,-0.40807233405710897,251
gvas_result,days_doctor,numeric,,-0.29891757114444045,251
gvas_result,days_ER,binary,,-0.0653232001384794,251
gvas_result,days_hospital,numeric,,-0.1427718075371799,251
pgic_result,gender,categorical,männlich,-0.3170176437108707,28
pgic_result,gender,categorical,weiblich,0.03047270377947653,222
pgic_result,birthyear,numeric,,-0.11311171021653978,251
pgic_result,weight,numeric,,-0.040508599584295875,251
pgic_result,pregnant,categorical,nein,0.017154140441811627,219
pgic_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.06877408399190132,122
pgic_result,highest_degree,categorical,Fachhochschulreife,0.11155378486055767,38
pgic_result,highest_degree,categorical,Hauptschulabschluss,0.11155378486055767,15
pgic_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.0315537848605576,75
pgic_result,family_status,categorical,geschieden,-0.09534276686358023,29
pgic_result,family_status,categorical,ledig,-0.01476200461312649,95
pgic_result,family_status,categorical,verheiratet,-0.03844621513944224,120
pgic_result,current_employed,categorical,ja,-0.050350977044204104,210
pgic_result,current_employed,categorical,nein,0.25789524827519195,41
pgic_result,working_hours_model,categorical,Teilzeit,0.09648420115709833,107
pgic_result,working_hours_model,categorical,Vollzeit,-0.1002311604253352,103
pgic_result,shiftwork,categorical,ja,-0.2996336996336999,13
pgic_result,shiftwork,categorical,nein,0.01977278220933032,197
pgic_result,working_hours_reduced,categorical,False,-0.016937835251173983,179
pgic_result,working_hours_reduced,categorical,True,0.04210934041611303,72
pgic_result,children,numeric,,0.25244045072570376,117
pgic_result,headache_days_per_month,numeric,,0.25617222920049504,251
pgic_result,headache_days_severe_per_month,numeric,,0.32062388962667876,251
pgic_result,days_medication,numeric,,0.2914196356901486,251
pgic_result,intensity,numeric,,0.2007933161844891,251
pgic_result,days_lost_work,numeric,,0.27607803273138404,251
pgic_result,days_lost_household,numeric,,0.3220870668543114,251
pgic_result,days_doctor,numeric,,0.21233441808751438,251
pgic_result,days_ER,binary,,-0.04128850941735606,251
pgic_result,days_hospital,numeric,,0.037875048178988104,251
dass_depression,gender,categorical,männlich,-0.020256916996046925,22
dass_depression,gender,categorical,weiblich,0.002750939345142811,162
dass_depression,birthyear,numeric,,-0.021704919299455876,184
dass_depression,weight,numeric,,0.07154083862787301,184
dass_depression,pregnant,categorical,nein,0.024151234567900914,160
dass_depression,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.6452569169960469,88
dass_depression,highest_degree,categorical,Fachhochschulreife,0.9410225442834141,27
dass_depression,highest_degree,categorical,Hauptschulabschluss,1.570652173913044,11
dass_depression,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.2724065598779566,57
dass_depression,family_status,categorical,geschieden,-0.9293478260869561,18
dass_depression,family_status,categorical,ledig,1.023777173913044,64
dass_depression,family_status,categorical,verheiratet,-0.5530591662931417,97
dass_depression,current_employed,categorical,ja,-0.38907936971111745,149
dass_depression,current_employed,categorical,nein,1.6563664596273293,35
dass_depression,working_hours_model,categorical,Teilzeit,0.25460333849595607,78
dass_depression,working_hours_model,categorical,Vollzeit,-0.27970507609414863,71
dass_depression,shiftwork,categorical,nein,0.01567559956821718,143
dass_depression,working_hours_reduced,categorical,False,-0.341347826086956,125
dass_depression,working_hours_reduced,categorical,True,0.7231945467943994,59
dass_depression,children,numeric,,0.10180861229830539,91
dass_depression,headache_days_per_month,numeric,,0.31045302965199784,184
dass_depression,headache_days_severe_per_month,numeric,,0.3280646658487918,184
dass_depression,days_medication,numeric,,0.15116102210558494,184
dass_depression,intensity,numeric,,0.11110785314465711,184
dass_depression,days_lost_work,numeric,,0.18621588829618868,184
dass_depression,days_lost_household,numeric,,0.293923803553194,184
dass_depression,days_doctor,numeric,,0.2272077089564096,184
dass_depression,days_ER,binary,,0.006558558263544967,184
dass_depression,days_hospital,numeric,,0.06485898034084936,184
dass_fear,gender,categorical,männlich,-0.09239130434782616,22
dass_fear,gender,categorical,weiblich,0.01254696725711213,162
dass_fear,birthyear,numeric,,-0.06784621835562403,184
dass_fear,weight,numeric,,0.0871911487051375,184
dass_fear,pregnant,categorical,nein,0.020061728395061706,160
dass_fear,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-0.6378458498023716,88
dass_fear,highest_degree,categorical,Fachhochschulreife,0.6483494363929148,27
dass_fear,highest_degree,categorical,Hauptschulabschluss,1.9076086956521738,11
dass_fear,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.2584858886346302,57
dass_fear,family_status,categorical,geschieden,0.7409420289855073,18
dass_fear,family_status,categorical,ledig,0.32948369565217384,64
dass_fear,family_status,categorical,verheiratet,-0.41197893321380574,97
dass_fear,current_employed,categorical,ja,-0.16621680770353064,149
dass_fear,current_employed,categorical,nein,0.7076086956521737,35
dass_fear,working_hours_model,categorical,Teilzeit,0.2533126828428838,78
dass_fear,working_hours_model,categorical,Vollzeit,-0.2782871727006335,71
dass_fear,shiftwork,categorical,nein,-0.038062608532407616,143
dass_fear,working_hours_reduced,categorical,False,-0.380391304347826,125
dass_fear,working_hours_reduced,categorical,True,0.8059137803979364,59
dass_fear,children,numeric,,0.12798101692595845,91
dass_fear,headache_days_per_month,numeric,,0.24091191155003933,184
dass_fear,headache_days_severe_per_month,numeric,,0.33087034113781866,184
dass_fear,days_medication,numeric,,0.08940224578647485,184
dass_fear,intensity,numeric,,0.22859682816350593,184
dass_fear,days_lost_work,numeric,,0.20310905308028,184
dass_fear,days_lost_household,numeric,,0.2675601852270853,184
dass_fear,days_doctor,numeric,,0.2009241468896431,184
dass_fear,days_ER,binary,,0.03169091503944841,184
dass_fear,days_hospital,numeric,,0.14892569453777252,184
dass_stress,gender,categorical,männlich,0.6497035573122529,22
dass_stress,gender,categorical,weiblich,-0.08823134728931858,162
dass_stress,birthyear,numeric,,0.043230104833852985,184
dass_stress,weight,numeric,,0.08260255328362975,184
dass_stress,pregnant,categorical,nein,-0.017746913580246826,160
dass_stress,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-1.0093873517786562,88
dass_stress,highest_degree,categorical,Fachhochschulreife,1.8130032206119155,27
dass_stress,highest_degree,categorical,Hauptschulabschluss,1.3315217391304346,11
dass_stress,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),0.4543287566742942,57
dass_stress,family_status,categorical,geschieden,-1.0573671497584547,18
dass_stress,family_status,categorical,ledig,0.7846467391304346,64
dass_stress,family_status,categorical,verheiratet,-0.3591999103541017,97
dass_stress,current_employed,categorical,ja,-0.30606215348701493,149
dass_stress,current_employed,categorical,nein,1.3029503105590061,35
dass_stress,working_hours_model,categorical,Teilzeit,0.32989158492514203,78
dass_stress,working_hours_model,categorical,Vollzeit,-0.3624161073825505,71
dass_stress,shiftwork,categorical,nein,-0.089688834655278,143
dass_stress,working_hours_reduced,categorical,False,-0.5404782608695653,125
dass_stress,working_hours_reduced,categorical,True,1.1450810611643325,59
dass_stress,children,numeric,,-0.06088304075091969,91
dass_stress,headache_days_per_month,numeric,,0.2951009492695794,184
dass_stress,headache_days_severe_per_month,numeric,,0.3548804141451309,184
dass_stress,days_medication,numeric,,0.15181751782666772,184
dass_stress,intensity,numeric,,0.23818275450056625,184
dass_stress,days_lost_work,numeric,,0.1995378906385868,184
dass_stress,days_lost_household,numeric,,0.3200587971074091,184
dass_stress,days_doctor,numeric,,0.1936550677422773,184
dass_stress,days_ER,binary,,-0.025939940375047592,184
dass_stress,days_hospital,numeric,,0.1165266938512201,184
midas_result,gender,categorical,männlich,0.4056324110671916,22
midas_result,gender,categorical,weiblich,-0.05508588298443584,162
midas_result,birthyear,numeric,,0.0261395000071094,184
midas_result,weight,numeric,,0.14166757062708768,184
midas_result,pregnant,categorical,nein,-0.1375771604938265,160
midas_result,highest_degree,categorical,Abitur oder fachgebundene Hochschulreife,-3.071640316205535,88
midas_result,highest_degree,categorical,Fachhochschulreife,15.302938808373593,27
midas_result,highest_degree,categorical,Hauptschulabschluss,-1.1852766798418983,11
midas_result,highest_degree,categorical,Mittlerer Schulabschluss (Realschulabschluss),-1.741895499618611,57
midas_result,family_status,categorical,geschieden,3.5066425120772955,18
midas_result,family_status,categorical,ledig,7.841711956521738,64
midas_result,family_status,categorical,verheiratet,-8.445820259973107,97
midas_result,current_employed,categorical,ja,-3.5623358622702064,149
midas_result,current_employed,categorical,nein,15.165372670807454,35
midas_result,working_hours_model,categorical,Teilzeit,0.5775253828945104,78
midas_result,working_hours_model,categorical,Vollzeit,-0.6344645051517155,71
midas_result,shiftwork,categorical,nein,-1.532031726662602,143
midas_result,working_hours_reduced,categorical,False,-2.6049130434782626,125
